time,value
2024-01-05 14:49:05,67
2024-01-05 14:49:06,67
2024-01-05 14:49:07,67
2024-01-05 14:49:08,67
2024-01-05 14:49:09,67
2024-01-05 14:49:10,67
2024-01-05 14:49:11,67
2024-01-05 14:49:12,67
2024-01-05 14:49:13,67
2024-01-05 14:49:14,67
2024-01-05 14:49:15,67
2024-01-05 14:49:16,67
2024-01-05 14:49:17,67
2024-01-05 14:49:18,67
2024-01-05 14:49:19,67
2024-01-05 14:49:20,67
2024-01-05 14:49:21,67
2024-01-05 14:49:22,67
2024-01-05 14:49:23,67
2024-01-05 14:49:24,67
2024-01-05 14:49:25,67
2024-01-05 14:49:26,67
2024-01-05 14:49:27,67
2024-01-05 14:49:28,67
2024-01-05 14:49:29,67
2024-01-05 14:49:30,67
2024-01-05 14:49:31,67
2024-01-05 14:49:32,67
2024-01-05 14:49:33,67
2024-01-05 14:49:34,67
2024-01-05 14:49:35,68
2024-01-05 14:49:36,68
2024-01-05 14:49:37,68
2024-01-05 14:49:38,68
2024-01-05 14:49:39,68
2024-01-05 14:49:40,68
2024-01-05 14:49:41,68
2024-01-05 14:49:42,68
2024-01-05 14:49:43,68
2024-01-05 14:49:44,68
2024-01-05 14:49:45,68
2024-01-05 14:49:46,68
2024-01-05 14:49:47,68
2024-01-05 14:49:48,68
2024-01-05 14:49:49,68
2024-01-05 14:49:50,66
2024-01-05 14:49:51,66
2024-01-05 14:49:52,66
2024-01-05 14:49:53,66
2024-01-05 14:49:54,66
2024-01-05 14:49:55,64
2024-01-05 14:49:56,64
2024-01-05 14:49:57,64
2024-01-05 14:49:58,64
2024-01-05 14:49:59,64
2024-01-05 14:50:00,64
2024-01-05 14:50:01,64
2024-01-05 14:50:02,64
2024-01-05 14:50:03,64
2024-01-05 14:50:04,64
2024-01-05 14:50:05,64
2024-01-05 14:50:06,64
2024-01-05 14:50:07,64
2024-01-05 14:50:08,64
2024-01-05 14:50:09,64
2024-01-05 14:50:10,65
2024-01-05 14:50:11,65
2024-01-05 14:50:12,65
2024-01-05 14:50:13,65
2024-01-05 14:50:14,65
2024-01-05 14:50:15,66
2024-01-05 14:50:16,66
2024-01-05 14:50:17,66
2024-01-05 14:50:18,66
2024-01-05 14:50:19,66
2024-01-05 14:50:20,66
2024-01-05 14:50:21,66
2024-01-05 14:50:22,66
2024-01-05 14:50:23,66
2024-01-05 14:50:24,66
2024-01-05 14:50:25,68
2024-01-05 14:50:26,68
2024-01-05 14:50:27,68
2024-01-05 14:50:28,68
2024-01-05 14:50:29,68
2024-01-05 14:50:30,68
2024-01-05 14:50:31,68
2024-01-05 14:50:32,68
2024-01-05 14:50:33,68
2024-01-05 14:50:34,68
2024-01-05 14:50:35,67
2024-01-05 14:50:36,67
2024-01-05 14:50:37,67
2024-01-05 14:50:38,67
2024-01-05 14:50:39,67
2024-01-05 14:50:40,66
2024-01-05 14:50:41,66
2024-01-05 14:50:42,66
2024-01-05 14:50:43,66
2024-01-05 14:50:44,66
2024-01-05 14:50:45,67
2024-01-05 14:50:46,67
2024-01-05 14:50:47,67
2024-01-05 14:50:48,67
2024-01-05 14:50:49,67
2024-01-05 14:50:50,67
2024-01-05 14:50:51,67
2024-01-05 14:50:52,67
2024-01-05 14:50:53,67
2024-01-05 14:50:54,67
2024-01-05 14:50:55,67
2024-01-05 14:50:56,67
2024-01-05 14:50:57,67
2024-01-05 14:50:58,67
2024-01-05 14:50:59,67
2024-01-05 14:51:00,68
2024-01-05 14:51:01,68
2024-01-05 14:51:02,68
2024-01-05 14:51:03,68
2024-01-05 14:51:04,68
2024-01-05 14:51:05,68
2024-01-05 14:51:06,68
2024-01-05 14:51:07,68
2024-01-05 14:51:08,68
2024-01-05 14:51:09,68
2024-01-05 14:51:10,67
2024-01-05 14:51:11,67
2024-01-05 14:51:12,67
2024-01-05 14:51:13,67
2024-01-05 14:51:14,67
2024-01-05 14:51:15,67
